Tiempo,Temp_Dist_81.4mm,Temp_Dist_123.1mm,Temp_Dist_164.0mm,Temp_Dist_211.9mm,Temp_Dist_249.6mm,Temp_Dist_410.5mm
0,57.121,57.678,57.97,58.328,58.536,58.709
5,57.078,57.616,57.915,58.282,58.505,58.64
10,57.021,57.578,57.852,58.212,58.444,58.591
15,57.243,57.524,57.817,58.175,58.398,58.549
20,58.135,57.613,57.766,58.118,58.339,58.484
25,59.521,57.926,57.787,58.076,58.285,58.449
30,61.182,58.498,57.884,58.057,58.234,58.394
35,62.902,59.223,58.106,58.042,58.186,58.34
40,64.646,60.084,58.413,58.086,58.163,58.285
45,66.371,61.012,58.791,58.187,58.152,58.226
50,68.08,62.01,59.256,58.315,58.154,58.201
55,69.722,63.029,59.76,58.489,58.215,58.138
60,71.338,64.062,60.34,58.712,58.27,58.086
65,72.878,65.101,60.919,58.951,58.381,58.023
70,74.377,66.161,61.563,59.249,58.49,57.987
75,75.8,67.194,62.201,59.558,58.622,57.943
80,77.213,68.237,62.869,59.904,58.782,57.905
85,78.557,69.233,63.53,60.265,58.986,57.853
90,79.903,70.242,64.227,60.643,59.191,57.825
95,81.168,71.21,64.911,61.042,59.424,57.767
100,82.423,72.222,65.593,61.442,59.642,57.748
105,83.638,73.158,66.294,61.862,59.917,57.72
110,84.812,74.107,66.984,62.3,60.186,57.695
115,85.958,75.035,67.673,62.727,60.48,57.678
120,87.103,75.968,68.357,63.177,60.763,57.67
125,88.2,76.874,69.054,63.638,61.078,57.674
130,89.284,77.754,69.74,64.102,61.389,57.683
135,90.308,78.625,70.418,64.556,61.701,57.67
140,91.349,79.497,71.096,65.027,62.046,57.674
145,92.355,80.36,71.771,65.487,62.379,57.674
150,93.349,81.207,72.456,65.958,62.718,57.699
155,94.296,82.001,73.105,66.418,63.048,57.735
160,95.24,82.835,73.743,66.893,63.404,57.75
165,96.165,83.618,74.376,67.363,63.756,57.794
170,97.071,84.422,75.029,67.839,64.097,57.83
175,97.966,85.186,75.688,68.31,64.463,57.876
180,98.864,85.962,76.299,68.765,64.812,57.911
185,99.727,86.701,76.929,69.232,65.187,57.97
190,100.571,87.476,77.552,69.71,65.547,58.039
195,101.396,88.17,78.166,70.165,65.897,58.119
200,102.218,88.905,78.768,70.624,66.263,58.184
205,103.046,89.649,79.384,71.097,66.633,58.233
210,103.816,90.35,79.981,71.562,66.997,58.331
215,104.638,91.046,80.566,72.01,67.367,58.386
220,105.368,91.735,81.161,72.482,67.734,58.472
225,106.116,92.401,81.732,72.917,68.117,58.577
230,106.857,93.056,82.304,73.384,68.472,58.673
235,107.59,93.753,82.881,73.823,68.852,58.774
240,108.283,94.36,83.42,74.264,69.207,58.875
245,108.998,95.018,83.987,74.734,69.593,59.005
250,109.705,95.67,84.547,75.164,69.957,59.108
255,110.437,96.321,85.13,75.621,70.318,59.219
260,111.1,96.918,85.662,76.073,70.689,59.328
265,111.79,97.563,86.222,76.514,71.081,59.458
270,112.463,98.143,86.748,76.949,71.459,59.623
275,113.194,98.831,87.327,77.415,71.856,59.755
280,113.799,99.416,87.856,77.855,72.231,59.889
285,114.47,100.002,88.361,78.278,72.562,60.016
290,115.136,100.618,88.894,78.715,72.947,60.159
295,115.759,101.227,89.438,79.159,73.353,60.327
300,116.426,101.8,89.963,79.6,73.72,60.502
305,117.071,102.403,90.498,80.062,74.091,60.645
310,117.684,102.982,91.018,80.495,74.475,60.83
315,118.337,103.598,91.574,80.932,74.86,60.966
320,118.918,104.118,92.042,81.337,75.217,61.139
325,119.519,104.696,92.545,81.77,75.58,61.314
330,120.108,105.231,93.035,82.188,75.946,61.488
335,120.685,105.777,93.535,82.616,76.314,61.656
340,121.243,106.332,94.005,83.011,76.691,61.835
345,121.829,106.873,94.501,83.431,77.05,62.011
350,122.385,107.373,94.968,83.828,77.417,62.181
355,122.916,107.898,95.466,84.242,77.765,62.361
360,123.46,108.392,95.913,84.641,78.124,62.545
365,124.009,108.925,96.374,85.044,78.498,62.727
370,124.527,109.42,96.848,85.46,78.836,62.905
375,125.054,109.934,97.31,85.849,79.18,63.12
380,125.584,110.407,97.754,86.24,79.547,63.298
385,126.108,110.896,98.223,86.641,79.906,63.495
390,126.629,111.415,98.666,87.04,80.252,63.683
395,127.147,111.881,99.13,87.432,80.626,63.88
400,127.647,112.382,99.556,87.817,80.956,64.083
405,128.146,112.843,100.006,88.199,81.321,64.275
410,128.643,113.314,100.453,88.573,81.655,64.499
415,129.126,113.793,100.879,88.979,82.019,64.711
420,129.622,114.27,101.322,89.361,82.368,64.899
425,130.119,114.716,101.746,89.743,82.714,65.137
430,130.61,115.198,102.175,90.139,83.068,65.357
435,131.071,115.659,102.611,90.508,83.407,65.566
440,131.551,116.114,103.044,90.9,83.756,65.778
445,132.036,116.566,103.466,91.274,84.098,65.995
450,132.503,117.012,103.87,91.657,84.456,66.205
455,132.983,117.481,104.304,92.013,84.805,66.449
460,133.422,117.903,104.714,92.406,85.138,66.652
465,133.908,118.374,105.147,92.785,85.507,66.901
470,134.36,118.794,105.565,93.156,85.835,67.14
475,134.835,119.259,105.989,93.532,86.197,67.361
480,135.307,119.692,106.374,93.924,86.535,67.58
485,135.76,120.134,106.81,94.275,86.873,67.807
490,136.21,120.564,107.207,94.634,87.224,68.051
495,136.665,121.002,107.614,95.029,87.569,68.276
500,137.098,121.435,108.017,95.387,87.905,68.504
505,137.554,121.866,108.449,95.76,88.262,68.737
510,137.985,122.296,108.825,96.128,88.59,68.975
515,138.413,122.707,109.249,96.494,88.926,69.196
520,138.855,123.132,109.631,96.862,89.285,69.446
525,139.277,123.546,110.036,97.219,89.607,69.688
530,139.697,123.966,110.429,97.591,89.942,69.909
535,140.084,124.348,110.82,97.948,90.282,70.145
540,140.512,124.762,111.2,98.289,90.596,70.4
545,140.915,125.149,111.575,98.628,90.92,70.623
550,141.316,125.552,111.959,98.986,91.26,70.886
555,141.719,125.969,112.325,99.333,91.586,71.117
560,142.119,126.353,112.709,99.686,91.909,71.374
565,142.514,126.748,113.072,100.035,92.249,71.613
570,142.915,127.146,113.468,100.389,92.578,71.868
575,143.31,127.506,113.838,100.728,92.907,72.109
580,143.691,127.881,114.189,101.079,93.22,72.336
585,144.061,128.26,114.559,101.411,93.533,72.604
